Protein A	Protein B
Q9Y2X7	9606.ENSP00000495631
P36873	9606.ENSP00000234038
P36873	9606.ENSP00000358464
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000356156
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000341779
P36873	9606.ENSP00000326031
P36873	9606.ENSP00000356156
P36873	9606.ENSP00000358464
P36873	9606.ENSP00000389168
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000328228
P36873	9606.ENSP00000326031
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000341779
P36873	9606.ENSP00000389168
P36873	9606.ENSP00000341779
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000326031
P36873	9606.ENSP00000356156
P36873	9606.ENSP00000328228
P36873	9606.ENSP00000358464
P36873	9606.ENSP00000389168
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000341779
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000341779
P36873	9606.ENSP00000358464
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000356156
P36873	9606.ENSP00000389168
P36873	9606.ENSP00000358464
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000378769
P36873	9606.ENSP00000478767
P36873	9606.ENSP00000389168
P36873	9606.ENSP00000478767
Q8IZ21	9606.ENSP00000362942
Q8IZ21	9606.ENSP00000432660
Q8IZ21	9606.ENSP00000362942
Q8IZ21	9606.ENSP00000341779
Q8IZ21	9606.ENSP00000362942
Q8IZ21	9606.ENSP00000362942
Q8IZ21	9606.ENSP00000362942
Q8IZ21	9606.ENSP00000490935
Q8IZ21	9606.ENSP00000360876
Q8IZ21	9606.ENSP00000362942
Q8IZ21	9606.ENSP00000490935
Q8IZ21	9606.ENSP00000432660
Q8IZ21	9606.ENSP00000444743
Q8IZ21	9606.ENSP00000425824
Q8IZ21	9606.ENSP00000490935
Q8IZ21	9606.ENSP00000444743
Q8IZ21	9606.ENSP00000444743
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000439856
Q8N302	9606.ENSP00000244520
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000328998
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000326737
Q8N302	9606.ENSP00000316109
Q8N302	9606.ENSP00000328998
Q8N302	9606.ENSP00000361162
Q8N302	9606.ENSP00000358512
Q8N302	9606.ENSP00000439856
Q8N302	9606.ENSP00000326737
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000387393
Q96EZ8	9606.ENSP00000396749
Q96EZ8	9606.ENSP00000363124
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000349640
Q96EZ8	9606.ENSP00000362824
Q96EZ8	9606.ENSP00000351446
Q96EZ8	9606.ENSP00000457016
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000497609
Q96EZ8	9606.ENSP00000362824
Q96EZ8	9606.ENSP00000351446
Q96EZ8	9606.ENSP00000387393
Q96EZ8	9606.ENSP00000363124
Q96EZ8	9606.ENSP00000396749
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000497609
Q96EZ8	9606.ENSP00000362824
Q96EZ8	9606.ENSP00000396749
Q96EZ8	9606.ENSP00000363124
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000387393
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000387393
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000363124
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000396749
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000396749
Q96EZ8	9606.ENSP00000387393
Q96EZ8	9606.ENSP00000396749
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000406037
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000415436
Q96EZ8	9606.ENSP00000497609
P19012	9606.ENSP00000273261
P19012	9606.ENSP00000356247
P19012	9606.ENSP00000246635
P19012	9606.ENSP00000373489
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000369317
P19012	9606.ENSP00000263946
P19012	9606.ENSP00000308452
P19012	9606.ENSP00000301653
P19012	9606.ENSP00000252242
P19012	9606.ENSP00000252242
P19012	9606.ENSP00000373489
P19012	9606.ENSP00000301653
P19012	9606.ENSP00000308452
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000369317
P19012	9606.ENSP00000356247
P19012	9606.ENSP00000373489
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000263946
P19012	9606.ENSP00000301653
P19012	9606.ENSP00000308452
P19012	9606.ENSP00000369317
P19012	9606.ENSP00000308452
P19012	9606.ENSP00000373489
P19012	9606.ENSP00000301653
P19012	9606.ENSP00000369317
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000373489
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000308452
P19012	9606.ENSP00000369317
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000373489
P19012	9606.ENSP00000369317
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000377546
P19012	9606.ENSP00000377546
Q14533	9606.ENSP00000246646
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000444533
Q14533	9606.ENSP00000257974
Q14533	9606.ENSP00000293670
Q14533	9606.ENSP00000352785
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000329243
Q14533	9606.ENSP00000378292
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000444533
Q14533	9606.ENSP00000293670
Q14533	9606.ENSP00000352785
Q14533	9606.ENSP00000378292
Q14533	9606.ENSP00000329243
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000444533
Q14533	9606.ENSP00000352785
Q14533	9606.ENSP00000444533
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000378292
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000444533
Q14533	9606.ENSP00000369349
Q14533	9606.ENSP00000377934
Q14533	9606.ENSP00000378292
Q14533	9606.ENSP00000444533
Q14533	9606.ENSP00000444533
P27540	9606.ENSP00000263253
P27540	9606.ENSP00000490530
P27540	9606.ENSP00000307479
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000366898
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000263734
P27540	9606.ENSP00000437955
P27540	9606.ENSP00000263253
P27540	9606.ENSP00000366898
P27540	9606.ENSP00000307479
P27540	9606.ENSP00000263734
P27540	9606.ENSP00000437955
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000366898
P27540	9606.ENSP00000437955
P27540	9606.ENSP00000307479
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000437955
P27540	9606.ENSP00000311196
P27540	9606.ENSP00000307479
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000490530
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000366898
P27540	9606.ENSP00000311196
P27540	9606.ENSP00000437955
P27540	9606.ENSP00000351407
P27540	9606.ENSP00000490530
P27540	9606.ENSP00000366898
P27540	9606.ENSP00000437955
P27540	9606.ENSP00000437955
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000345206
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000338272
Q9Y5J3	9606.ENSP00000326804
Q9Y5J3	9606.ENSP00000361943
Q9Y5J3	9606.ENSP00000254958
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000357348
Q9Y5J3	9606.ENSP00000263388
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000338272
Q9Y5J3	9606.ENSP00000345206
Q9Y5J3	9606.ENSP00000361943
Q9Y5J3	9606.ENSP00000357348
Q9Y5J3	9606.ENSP00000338272
Q9Y5J3	9606.ENSP00000345206
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000263388
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000361943
Q9Y5J3	9606.ENSP00000357348
Q9Y5J3	9606.ENSP00000338272
Q9Y5J3	9606.ENSP00000345206
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000357348
Q9Y5J3	9606.ENSP00000345206
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000338272
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000345206
Q9Y5J3	9606.ENSP00000361943
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000357348
Q9Y5J3	9606.ENSP00000361943
Q9Y5J3	9606.ENSP00000357348
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000361943
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000364163
Q9Y5J3	9606.ENSP00000498587
Q9Y5J3	9606.ENSP00000498587
P52798	9606.ENSP00000275815
P52798	9606.ENSP00000351209
P52798	9606.ENSP00000362139
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000358309
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000337451
P52798	9606.ENSP00000281821
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000362139
P52798	9606.ENSP00000346671
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000358309
P52798	9606.ENSP00000337451
P52798	9606.ENSP00000281821
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000351209
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000362139
P52798	9606.ENSP00000346671
P52798	9606.ENSP00000358309
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000351209
P52798	9606.ENSP00000337451
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000362139
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000351209
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000358309
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000362139
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000358309
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000362139
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000381097
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000480763
P52798	9606.ENSP00000414378
P52798	9606.ENSP00000480763
Q15375	9606.ENSP00000357393
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000328777
Q15375	9606.ENSP00000357392
Q15375	9606.ENSP00000264051
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000274376
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000337451
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000328777
Q15375	9606.ENSP00000357393
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000357392
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000337451
Q15375	9606.ENSP00000361423
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000337451
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000357393
Q15375	9606.ENSP00000357392
Q15375	9606.ENSP00000328777
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000357392
Q15375	9606.ENSP00000361423
Q15375	9606.ENSP00000357393
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000337451
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000361423
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000357393
Q15375	9606.ENSP00000357392
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000357393
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000358309
Q15375	9606.ENSP00000493716
Q15375	9606.ENSP00000361423
Q15375	9606.ENSP00000414378
Q15375	9606.ENSP00000493716
O76011	9606.ENSP00000257901
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000305975
O76011	9606.ENSP00000301656
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000251646
O76011	9606.ENSP00000252245
O76011	9606.ENSP00000257901
O76011	9606.ENSP00000355302
O76011	9606.ENSP00000301656
O76011	9606.ENSP00000305975
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000257901
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000301656
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000355302
O76011	9606.ENSP00000305975
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000375237
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000355302
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000375237
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000375430
O76011	9606.ENSP00000377570
O76011	9606.ENSP00000377570
P04264	9606.ENSP00000252244
P04264	9606.ENSP00000493985
P04264	9606.ENSP00000342710
P04264	9606.ENSP00000257192
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000269576
P04264	9606.ENSP00000357731
P04264	9606.ENSP00000310861
P04264	9606.ENSP00000252244
P04264	9606.ENSP00000342710
P04264	9606.ENSP00000257192
P04264	9606.ENSP00000493985
P04264	9606.ENSP00000357731
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000310861
P04264	9606.ENSP00000269576
P04264	9606.ENSP00000310861
P04264	9606.ENSP00000269576
P04264	9606.ENSP00000357731
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000342710
P04264	9606.ENSP00000310861
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000357731
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000357731
P04264	9606.ENSP00000342710
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000357731
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000357789
P04264	9606.ENSP00000373370
P04264	9606.ENSP00000373370
Q93034	9606.ENSP00000385057
Q93034	9606.ENSP00000415151
Q93034	9606.ENSP00000409346
Q93034	9606.ENSP00000273480
Q93034	9606.ENSP00000250495
Q93034	9606.ENSP00000376808
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000262306
Q93034	9606.ENSP00000481249
Q93034	9606.ENSP00000415151
Q93034	9606.ENSP00000409346
Q93034	9606.ENSP00000348769
Q93034	9606.ENSP00000273480
Q93034	9606.ENSP00000262306
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000376808
Q93034	9606.ENSP00000348769
Q93034	9606.ENSP00000385057
Q93034	9606.ENSP00000481249
Q93034	9606.ENSP00000409346
Q93034	9606.ENSP00000273480
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000415151
Q93034	9606.ENSP00000376808
Q93034	9606.ENSP00000385057
Q93034	9606.ENSP00000481249
Q93034	9606.ENSP00000348769
Q93034	9606.ENSP00000409346
Q93034	9606.ENSP00000415151
Q93034	9606.ENSP00000376808
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000385057
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000376808
Q93034	9606.ENSP00000385057
Q93034	9606.ENSP00000481249
Q93034	9606.ENSP00000409346
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000415151
Q93034	9606.ENSP00000409346
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000415151
Q93034	9606.ENSP00000481249
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000478121
Q93034	9606.ENSP00000481249
Q9NWX5	9606.ENSP00000370625
Q9NWX5	9606.ENSP00000461879
Q9NWX5	9606.ENSP00000277458
Q9NWX5	9606.ENSP00000264607
Q9NWX5	9606.ENSP00000273480
Q9NWX5	9606.ENSP00000478121
Q9NWX5	9606.ENSP00000376808
Q9NWX5	9606.ENSP00000277458
Q9NWX5	9606.ENSP00000478121
Q9NWX5	9606.ENSP00000273480
Q9NWX5	9606.ENSP00000376808
Q9NWX5	9606.ENSP00000378529
Q9NWX5	9606.ENSP00000277458
Q9NWX5	9606.ENSP00000376808
Q9NWX5	9606.ENSP00000478121
Q9NWX5	9606.ENSP00000370625
Q9NWX5	9606.ENSP00000378529
Q9NWX5	9606.ENSP00000363250
Q9NWX5	9606.ENSP00000461879
Q9NWX5	9606.ENSP00000478121
Q9NWX5	9606.ENSP00000342755
Q9NWX5	9606.ENSP00000376808
Q9NWX5	9606.ENSP00000461879
Q9NWX5	9606.ENSP00000370625
Q9NWX5	9606.ENSP00000478121
Q9NWX5	9606.ENSP00000461879
Q9NWX5	9606.ENSP00000461879
Q9NWX5	9606.ENSP00000478121
Q9NWX5	9606.ENSP00000478121
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000307411
O60861	9606.ENSP00000378578
O60861	9606.ENSP00000369695
O60861	9606.ENSP00000365255
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000365891
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000378578
O60861	9606.ENSP00000369695
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000378578
O60861	9606.ENSP00000480514
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000480514
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000307411
O60861	9606.ENSP00000378578
O60861	9606.ENSP00000369695
O60861	9606.ENSP00000365255
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000365891
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000378578
O60861	9606.ENSP00000369695
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000378578
O60861	9606.ENSP00000480514
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000407552
O60861	9606.ENSP00000480514
O43790	9606.ENSP00000347823
O43790	9606.ENSP00000369349
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000257901
O43790	9606.ENSP00000352785
O43790	9606.ENSP00000267119
O43790	9606.ENSP00000293670
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000330101
O43790	9606.ENSP00000352785
O43790	9606.ENSP00000369349
O43790	9606.ENSP00000293670
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000267119
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000330101
O43790	9606.ENSP00000369349
O43790	9606.ENSP00000293670
O43790	9606.ENSP00000352785
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000330101
O43790	9606.ENSP00000369349
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000352785
O43790	9606.ENSP00000369349
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000369349
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000375430
O43790	9606.ENSP00000444533
O43790	9606.ENSP00000444533
Q6A163	9606.ENSP00000305263
Q6A163	9606.ENSP00000301656
Q6A163	9606.ENSP00000334798
Q6A163	9606.ENSP00000310573
Q6A163	9606.ENSP00000347823
Q6A163	9606.ENSP00000366984
Q6A163	9606.ENSP00000444533
Q6A163	9606.ENSP00000347823
Q6A163	9606.ENSP00000305263
Q6A163	9606.ENSP00000366950
Q6A163	9606.ENSP00000366984
Q6A163	9606.ENSP00000334798
Q6A163	9606.ENSP00000375430
Q6A163	9606.ENSP00000310573
Q6A163	9606.ENSP00000366984
Q6A163	9606.ENSP00000347823
Q6A163	9606.ENSP00000334798
Q6A163	9606.ENSP00000310573
Q6A163	9606.ENSP00000444533
Q6A163	9606.ENSP00000347823
Q6A163	9606.ENSP00000334798
Q6A163	9606.ENSP00000366984
Q6A163	9606.ENSP00000375430
Q6A163	9606.ENSP00000375430
Q6A163	9606.ENSP00000366984
Q6A163	9606.ENSP00000347823
Q6A163	9606.ENSP00000347823
Q6A163	9606.ENSP00000366984
Q6A163	9606.ENSP00000366950
Q6A163	9606.ENSP00000375430
Q6A163	9606.ENSP00000444533
Q6A163	9606.ENSP00000375430
Q6A163	9606.ENSP00000375430
Q6A163	9606.ENSP00000444533
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000272317
P61088	9606.ENSP00000338413
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000433623
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000340305
P61088	9606.ENSP00000316176
P61088	9606.ENSP00000362578
P61088	9606.ENSP00000320898
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000433623
P61088	9606.ENSP00000340305
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000338413
P61088	9606.ENSP00000316176
P61088	9606.ENSP00000338413
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000362578
P61088	9606.ENSP00000340305
P61088	9606.ENSP00000320898
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000433623
P61088	9606.ENSP00000338413
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000362578
P61088	9606.ENSP00000362578
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000340305
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000362578
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000433623
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000428209
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000433623
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000444357
P61088	9606.ENSP00000441543
P61088	9606.ENSP00000444357
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000220751
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000330237
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000358327
P98170	9606.ENSP00000311032
P98170	9606.ENSP00000330237
P98170	9606.ENSP00000398495
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000354822
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000398495
P98170	9606.ENSP00000358327
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000330237
P98170	9606.ENSP00000358327
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000398495
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000398495
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000398495
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000360242
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000398495
P98170	9606.ENSP00000499058
P98170	9606.ENSP00000477613
P98170	9606.ENSP00000499058
P45973	9606.ENSP00000271640
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000253024
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000254810
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000254810
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000271640
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000271640
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000271640
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000253024
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000254810
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000254810
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000271640
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000271640
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000352252
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000333277
P45973	9606.ENSP00000339835
P45973	9606.ENSP00000499501
P45973	9606.ENSP00000355657
P45973	9606.ENSP00000480826
P45973	9606.ENSP00000337976
P45973	9606.ENSP00000352252
